locale,key,review_priority,source_text,draft_translation,source_sha256,translation_sha256,status,reviewer_name,review_date,decision,notes
tl,rapid.included.submission,legal-adjacent,Fact-specific prosecutor-review submission,Pagsusumite para sa pagrepaso ng piskal batay sa mga detalye ng kaso,0f3c9165b7ce359eb91b4e3c31246d4d920dec5374fb301255672e9bca188adc,fe2b9a52136d94201e8887419625a5991ae5aa4a8e1db896235f01bb0248c374,draft,,,,
tl,rapid.included.updates,legal-adjacent,File-change notifications,Mga abiso kapag may pagbabago sa file,27fd0a60b3cb5fc595c43726f2016a27b2f933baafc5fe7d214a9f9089ac1dc3,2805397ee89a88c3e82633b95b54ec66d16103aa7247541a8c5e76bbec11c160,draft,,,,
tl,rapid.included.explanation,legal-adjacent,Plain-language comparison of the original ticket and any Crown response,Malinaw na paghahambing ng orihinal na ticket at anumang tugon ng prosekusyon,a1fdff3ef43ee56dfc38e640c9465fe9455e11b24df2c9ecb44ad91364233fbe,a9caa7e59174db3b43b215c6032851a56bb0bd97d004ed400026439e48bb0caa,draft,,,,
tl,rapid.included.decision,legal-adjacent,Client-directed acceptance of an available pre-trial resolution,"Pagtanggap ng available na pag-aayos bago ang paglilitis, ayon sa tagubilin ng kliyente",86db57c76017c8d499abb4f5ab64e47326b13801ab2dfff7d5af3d82e3c037e5,a7addb224afa1d38ba350eb70af99aee4fc37696b9c570a7ad9ca0529d24cd31,draft,,,,
tl,rapid.excluded.trial,legal-adjacent,Trial representation,Representasyon sa paglilitis,51803b529e779f10e892df8e12cc17455e2197c39e2dcc31d5fb2eb6acc65018,9843850e72821459ba1477919ab8731c2febca46a1787e59f41d6dff0db1149d,draft,,,,
tl,rapid.excluded.appeals,legal-adjacent,"Appeals, reopenings and extraordinary applications","Mga apela, muling pagbubukas ng kaso at mga espesyal na aplikasyon",f058b085e86c6e97ecf21b7c1df5f72d53374e5a8f0eec523d575c98fc8a884c,1bc3dcaa3e150c7736d090d9d56614fc2bd72273ab2513e3745c36c723d02506,draft,,,,
tl,rapid.excluded.sanctions,legal-adjacent,Immediate Roadside Sanctions and Notices of Administrative Penalty,Immediate Roadside Sanctions at Notices of Administrative Penalty,94859cc2759883e240ac79c273f5a9d81334ad4a780946043ad39adf38303cb5,f3ea4e91eb07e00ef565f2a7ef3ecb4fe71ac920d4eb60466a65c7e36496b9e2,draft,,,,
tl,rapid.excluded.fines,legal-adjacent,"Government fines, court charges and third-party fees","Mga multa ng pamahalaan, singil ng hukuman at bayarin sa third party",36083c69d74cce5e98485c542ba4b739b5a73def3df0f6bc73bffc1f010eede9,c318bda797df2b3a40347b60f12e6c9ccd156674b8ed0fc6f76842f1639c69ce,draft,,,,
tl,rapid.excluded.scope,legal-adjacent,Matters outside Fabsy's permitted or accepted agent scope,Mga kasong labas sa pinapayagan o tinatanggap na saklaw ng Fabsy bilang kinatawan,9a3b6384ab4d65bffa580caaf4d4df67ffb45689b8649ecdbe15d66ec3f0b23c,ae9e9ca8d73e9df6925f2be427d067671783bbb61c09c8e71eff785e70aed2a0,draft,,,,
tl,rapid.speedTitle,legal-adjacent,Complete disclosure received. Next authorized action within 48 hours.,Kumpletong disclosure na natanggap. Susunod na awtorisadong hakbang sa loob ng 48 oras.,5ae7e05f7eebba8e4d137d094e3352c816d4a87b00ced36971c6b3bf26c41a9f,59284e22cc5f8f23f8db52d67e22ec5f8066f48a41e44d1b15f5ae00b2af711c,draft,,,,
tl,rapid.speedBody,legal-adjacent,"Complete, readable disclosure is reviewed and the next authorized prosecutor step is prepared or submitted within 48 hours after it is received and matched to your file.",Sinusuri ang kumpleto at nababasang disclosure at inihahanda o isinusumite ang susunod na awtorisadong hakbang sa piskal sa loob ng 48 oras matapos itong matanggap at maitugma sa iyong file.,e433f693afca98ff0dca76217786aeea27c5eaa97df530026d18c940dc8e1b73,53e0fa5737d35e3debc6795a036b818bf8fef5726d64a22307149ac7b56c754c,draft,,,,
tl,rapid.speedDisclaimer,legal-adjacent,"The clock starts only after complete, readable disclosure is received and matched to your file. It does not cover Crown response time or the date of a final outcome.",Magsisimula lamang ang oras kapag natanggap at naitugma sa iyong file ang kumpleto at nababasang disclosure. Hindi kasama ang oras ng pagtugon ng prosekusyon o ang petsa ng pinal na resulta.,5f8cd44bc69192540e120e489ec0fa48b62591254066fecc46d35422fe29b1e0,bc023795172543cf60778230ce094a2ed2985de969ac7c8be4bb836666bdd9ab,draft,,,,
tl,process.metaTitle,language-and-usability,How Rapid Resolution works | Fabsy,Paano gumagana ang Rapid Resolution | Fabsy,b9ec79b1fa6e78e005ba4a44ccd238f372750ce62b73403fdb64d637504885d6,47b1fb4ae29f879e1e22dd76a61d55cf21c36f57eae5a19aee29e43937691aa7,draft,,,,
tl,process.title,language-and-usability,From your ticket to your decision,Mula sa iyong ticket hanggang sa iyong desisyon,9e1627be95b19beddbf51e60565ebe8bd67da6dc1fa0e67b614bf14b460d1128,a81b880bfc5c4ad7555f102b956c3ab5f10ec420d08593b5113b82eafe2f3abf,draft,,,,
tl,process.description,language-and-usability,"Your ticket, authorization, evidence and updates stay connected to the same file.","Mananatiling magkakaugnay sa iisang file ang iyong ticket, awtorisasyon, ebidensiya at mga update.",44750c6c1f7b95af59f5b35c4b7edf2049c60d23a4e868a1f81ca8fdf6025c12,c53c501eaeaa9836cc7050b57d84ec0d1c73d4fa6f52ff692e5def260d36dfca,draft,,,,
tl,process.steps.intake.title,language-and-usability,Share your ticket,Ibahagi ang iyong ticket,06896a89f5fb6a637c0f84a7f5de7901e175193f57d1736c6313126cce35ddf7,4fc78b75701b9a3703d8d18efc43347d57f9ceafc1f31c58a26501032e056640,draft,,,,
tl,process.steps.intake.body,language-and-usability,"Upload a readable ticket and provide your details. Fabsy reviews eligibility and deadlines; service starts after intake, authorization, payment and acceptance.","Mag-upload ng nababasang ticket at ibigay ang iyong detalye. Susuriin ng Fabsy ang pagiging kwalipikado at mga deadline; magsisimula ang serbisyo pagkatapos ng kumpletong detalye, awtorisasyon, bayad at pagtanggap sa kaso.",92e48be7b63cac262e7c353174f9b98e635effeb0016246fb8c7da628c488007,70e1752a9e27a7abbfd2b49b3fdcc3961e273e3133922a0b7b6e2d8e086912c8,draft,,,,
tl,process.steps.disclosure.title,language-and-usability,Disclosure is requested,Hihingi ng disclosure,76367739dcf81b07c4d024e0036af905c2bb1c04b7a1f2321cdbbcd3cf1f0982,b4db0f3db3def26093f6d9a5d8eb7ea3e0566d358f85e1e52e1dc43a1c59f7a2,draft,,,,
tl,process.steps.disclosure.body,language-and-usability,"Where authorized and available, Fabsy requests the prosecution's evidence and tracks documents. A request does not extend any deadline.","Kung awtorisado at available, hihingin ng Fabsy ang ebidensiya ng prosekusyon at susubaybayan ang mga dokumento. Hindi pinahahaba ng kahilingang ito ang anumang deadline.",66118a2bc4f77aecd89a833c77225622f9d4ce17752175d17842ee06381e303a,2e0c263347cde58a4d45fb2e961a2847f913181a8f508000aafb8875860fb95e,draft,,,,
tl,process.steps.review.title,language-and-usability,Evidence is reviewed,Susuriin ang ebidensiya,9f844b9afec9fd194c3ad12c5eac9790e73b4a1266efb1299344a335c584b7be,89b5f2f8d350e9fae6a23e0867f7e98b48ac99f76e62c1403f0371937b749e3e,draft,,,,
tl,process.steps.review.body,language-and-usability,"Technology-assisted analysis and qualified review examine the evidence, procedure and available pre-trial options.","Titingnan ang ebidensiya, proseso at available na opsyon bago ang paglilitis sa pamamagitan ng pagsusuring may tulong ng teknolohiya at kwalipikadong pagrepaso.",92bb246b305af86054b886ddbd3e00b67e1df61e3cd591a083fe7965e562c9ad,597c8fe175b7781e05b33235b6776051ac19bd13f5e59abc1b6bba8f5c6e1a28,draft,,,,
tl,process.steps.action.title,language-and-usability,The next step is prepared,Ihahanda ang susunod na hakbang,43f4bdd56d945293669bac4c01fde42bdc43eede7bf2320362372e22157e0f8b,1d3c2f0c500552b2d39dbf194897bfa5df6220b98e2fed5ecc015304c22dfb48,draft,,,,
tl,process.steps.action.body,language-and-usability,"Within 48 hours of complete, readable disclosure being received and matched to the file, Fabsy reviews it and prepares or submits the next authorized prosecutor step.","Sa loob ng 48 oras matapos matanggap at maitugma sa file ang kumpleto at nababasang disclosure, susuriin ito ng Fabsy at ihahanda o isusumite ang susunod na awtorisadong hakbang sa piskal.",82a3dd182bc216afd91f1accd4970cf935321f56fbd7ba9bd566cdc38806afe8,667c76e41fc18ae0bf15ddb5375792ab6d58f40f6ef7fe0a9b0bc0e8866abe02,draft,,,,
tl,process.steps.decision.title,language-and-usability,You give the instruction,Ikaw ang magbibigay ng tagubilin,2b2934d5506b185ef9dbdebcda6e7d52377650a875842adaa465ce42b46ba473,b925baa8ee70c029c286e0362710bbddf87f4a87308954d767ee15a1b1d0d776,draft,,,,
tl,process.steps.decision.body,language-and-usability,Fabsy explains any Crown response. Only you direct whether an available resolution should be accepted; trial work requires a separate agreement.,Ipapaliwanag ng Fabsy ang anumang tugon ng prosekusyon. Ikaw lamang ang mag-uutos kung tatanggapin ang available na pag-aayos; kailangan ng hiwalay na kasunduan para sa paglilitis.,086dc4715dbb43c4f12d98d4aeda08e0c9d05c603002545998e96bbd5c244243,5839b6323315fb1e5bfde99bdec9d8469b6c678cddb905a55b184464e96ea732,draft,,,,
tl,faq.metaTitle,language-and-usability,Alberta ticket service questions | Fabsy,Mga tanong sa serbisyo para sa ticket sa Alberta | Fabsy,d997ed0d013711dd9d13ffcecbc0ccd852e3d22797a0ed90706ed3808f6fd338,3b39e3cff8180ab7641ae5ff59f9788ffea0a3712c0dfc4ee9720386288fedd9,draft,,,,
tl,faq.title,language-and-usability,Questions before you start,Mga tanong bago ka magsimula,9498defd4dde31d53edb329c8d0db6883d63774d2e7e79963add2da52eb8aa4e,8c9d24d3beb69641a3a8fcbca54d5ec2dc930a8dec635562760792a0bc1f264a,draft,,,,
tl,faq.items.fee.question,legal-adjacent,What does the {{price}} fee cover?,Ano ang sakop ng bayad na {{price}}?,2e094fcc16eddefb6a19d2f044225fd40fb844c12f450a1c27e7e44ac7d70b9f,4c5da3bed2827a932911d4daafeba0a1317c8b4c24cffbc14680b7fb41408760,draft,,,,
tl,faq.items.fee.answer,legal-adjacent,"Eligible pre-trial intake, deadline review, authorization, disclosure requests and tracking, qualified review, a fact-specific prosecutor-review submission, file updates and explanation of a Crown response. Applicable GST is extra; fines and trial work are separate.","Pagkuha ng detalye ng kwalipikadong kaso bago ang paglilitis, pagsusuri ng deadline, awtorisasyon, paghingi at pagsubaybay sa disclosure, kwalipikadong pagrepaso, pagsusumite para sa pagrepaso ng piskal batay sa kaso, mga update at paliwanag ng tugon ng prosekusyon. Dagdag ang naaangkop na GST; hiwalay ang mga multa at paglilitis.",a1dbf2898946b3702690c46c65c273d6c66c36e061b4b3f887a0f8610925f17d,3f2f513ed52fb121de0ec829b9efe29757d2007d91b6b27752348d3f525ed0c5,draft,,,,
tl,faq.items.speed.question,legal-adjacent,Will my ticket be resolved in 48 hours?,Maaayos ba ang aking ticket sa loob ng 48 oras?,46561c71c1d55265cd7ea1998970eda3466dd45c45771c42452cfdd749a2df71,abacae5eaf263f0901c87c94449eacc62d065a53c13884ecaa7f21fca6250df7,draft,,,,
tl,faq.items.speed.answer,legal-adjacent,"No final-outcome timing is promised. The 48-hour commitment begins only when complete, readable disclosure arrives and is matched to your file. It covers Fabsy's review and next authorized action, not the prosecutor's response time.","Walang ipinapangakong oras para sa pinal na resulta. Nagsisimula lamang ang 48-oras na pangako kapag dumating at naitugma sa iyong file ang kumpleto at nababasang disclosure. Sakop nito ang pagsusuri ng Fabsy at susunod na awtorisadong hakbang, hindi ang oras ng pagtugon ng piskal.",911b892d1c4d702099b7512f0ec5487b789a17087fc88e79146b86b69f707d8c,b62e403aaf9a57fdf283167a139f39d6eacaca88cd4c463fe6384b4c0bdfdada,draft,,,,
tl,faq.items.deadline.question,legal-adjacent,Does a disclosure request extend my deadline?,Pinahahaba ba ng paghingi ng disclosure ang aking deadline?,d7ba23f96466138ba0f3cd4f4066d81848d5269e2f4fe50effcc1db0162cb838,29ebe288ec538b4dac5b29dff9ab0064697b59534351bb7a6c2fd27a128980f1,draft,,,,
tl,faq.items.deadline.answer,legal-adjacent,"No. Continue monitoring the dates on your ticket, court notice and portal. A disclosure request does not itself extend a response date, trial date or other deadline.","Hindi. Patuloy na subaybayan ang mga petsa sa iyong ticket, abiso ng hukuman at portal. Ang paghingi ng disclosure lamang ay hindi nagpapahaba sa petsa ng pagtugon, paglilitis o anumang ibang deadline.",7c36942f46dd03eaf667e50cc8645f98fd071d15cda3819ea5728d814110cf1e,bbde7f5a218afdc9cb2b5afb1a3b17215672a06c86087cfcd19006cc503b5815,draft,,,,
tl,faq.items.trial.question,legal-adjacent,Is a trial included?,Kasama ba ang paglilitis?,51d0d788dc018d786d7b71447316c41838f8655c6ae74e0a42645e921c2607b9,8f913ddbd63f967f02617803437b3d8c1fb1eee1faffbe1263e0e736a32c9629,draft,,,,
tl,faq.items.trial.answer,legal-adjacent,"No. Trial representation requires separate eligibility review, an agreement and a quote. Appeals, reopenings, government charges and out-of-scope work are also separate.","Hindi. Kailangan ng hiwalay na pagsusuri ng pagiging kwalipikado, kasunduan at quotation para sa representasyon sa paglilitis. Hiwalay din ang mga apela, muling pagbubukas ng kaso, singil ng pamahalaan at gawaing labas sa saklaw.",a8b5ab22febf4f9f40e933978cbaac7f742c0b92d49313db0a7f99b53d8d61dc,3371c9261e34a205bcc9c7e2e2a9dbef8ec4fe83d383bcc3cd10af98a3a20975,draft,,,,
tl,faq.items.approval.question,legal-adjacent,Can Fabsy accept an offer for me?,Maaari bang tumanggap ng alok ang Fabsy para sa akin?,279750ea59b803f41091b4ec26450f03e8e8b50b59c44d5f2ffabae7aadefc08,e5fb471fae6bccda3078fd4a76174cecdd6f49fd1bd7aca1396aba9719a4dde6,draft,,,,
tl,faq.items.approval.answer,legal-adjacent,"Only after your case-specific instruction. Fabsy will not accept a Crown offer, enter a guilty plea or finalize a proposed resolution automatically.","Pagkatapos lamang ng iyong tiyak na tagubilin para sa kaso. Hindi awtomatikong tatanggap ng alok ng prosekusyon, maghahain ng guilty plea o magtatapos ng mungkahing pag-aayos ang Fabsy.",028f46cbe8707fcdbe0c14758d720f9eba17c832d4a713b393a5fa17fd840311,62f19e994913d2587344780b328ed88c87f502fffbca3f3acdf62dd34fba26dd,draft,,,,
tl,faq.items.outcome.question,legal-adjacent,Is a withdrawal or reduction promised?,Ipinapangako ba ang pagbawi o pagbawas ng kaso?,42eafffad8245a37eb25d6826a395fcbd55634f4dc8b15643553531c77782c77,b994a5cb03457a341317caa598c6e9c95a8732151e0f4916656816392b683ade,draft,,,,
tl,faq.items.outcome.answer,legal-adjacent,"No. The result depends on the charge, evidence, procedure, prosecutor and court. There is no promise of a withdrawal, reduction, lower fine, fewer demerits or insurance result.","Hindi. Nakadepende ang resulta sa kaso, ebidensiya, proseso, piskal at hukuman. Walang pangako ng pagbawi o pagbawas ng kaso, mas mababang multa, mas kaunting demerit point o resulta sa insurance.",75463e420a8351295a6f3869dacb56c50a4e19e9021cd688961135403d4ed6de,d73d12b9750c8da7a700ba40c63e2d47aed89aaef0ecf36532ab3fd93841e7f6,draft,,,,
tl,faq.items.language.question,legal-adjacent,Can I write in my language?,Maaari ba akong sumulat sa sarili kong wika?,bc3db8223dc10707b55087856212a309db18c3776bff6e4f14656d9351833d76,c73101071770bcb946f0daa1e3d223a824ecb00bb64a9391b2cacaf75564e77d,draft,,,,
tl,faq.items.language.answer,legal-adjacent,You may write your account in your preferred language. Ask Fabsy to confirm available language assistance before relying on it. A translated website does not mean a speaker of that language is available by phone.,Maaari mong isulat ang iyong salaysay sa wikang gusto mo. Kumpirmahin muna sa Fabsy kung anong tulong sa wika ang available bago umasa rito. Hindi ibig sabihin ng isang isinaling website na may nagsasalita ng wikang iyon na available sa telepono.,f1092bc9faf469eb6a0a9849dc2620b192933ec6e6e3d5bf1fecedf7fc96b049,5af61f7c698b6292a745228bc1a7d34835114109f32418006e30d3126cd10db0,draft,,,,
tl,contact.metaTitle,language-and-usability,Contact Fabsy | Alberta ticket help,Makipag-ugnayan sa Fabsy | Tulong sa ticket sa Alberta,ed7a28ef612a5c2c1fe3027668ccada01f32be7af4439ac002dbfc22ed125358,9c9e63fdbae636d8ad279fb344571954c08f791e774b2390478bd85e785fd77f,draft,,,,
tl,contact.title,language-and-usability,Start with a written question,Magsimula sa isang nakasulat na tanong,846798956dfbfb9363b49c6f91ddd0de1b14601e8a6ade3e34f4dd32e27e045f,13fdc8764d7c77bd54ccda003c526edfb552f9158cef4d865b68ffbbf106119d,draft,,,,
tl,contact.description,language-and-usability,You can email a question in your preferred language. Include your deadline and ask what language assistance is available.,Maaari kang mag-email ng tanong sa wikang gusto mo. Isama ang iyong deadline at itanong kung anong tulong sa wika ang available.,cc096a13093b0c65f1831a8989c079857a0951f390ecbb6079088a4db286b875,7accb9f79b8bb15cd39210814de9b4e973db87cb020d69663fc9ca59d3c00d11,draft,,,,
tl,contact.messageLabel,language-and-usability,Your message,Iyong mensahe,7a057bd996a32915a171b4811d248b48f0fee7dd5e74f4510c156569ea36b4c5,66f71576764b76f44555618679b207a4002fdc9f8574177c9eb4a1892d6379d9,draft,,,,
tl,contact.messageHint,language-and-usability,Write in your preferred language. Do not send card details or unnecessary identity documents.,Sumulat sa wikang gusto mo. Huwag magpadala ng detalye ng card o hindi kailangang dokumento ng pagkakakilanlan.,11b3d97ead15ab909dd7020a27f92be67e2cfedd9034cc2beca0575ef2ba2227,48e058c3c2ee0d1031b4ba1fc3c981e1303780b045151187a478ed1a568e972d,draft,,,,
tl,contact.submit,language-and-usability,Send message,Ipadala ang mensahe,93a26b1eaff99b3a84dd80366660991d15703a96514497afd997c12c43000ed7,023a2d00e2d5f55b3898e746b7d23a89bdcc7a3a2c6ce86a3d3252a89e85788e,draft,,,,
tl,contact.availability,legal-adjacent,Language support and response times must be confirmed. WhatsApp and phone service in this language are not currently promised.,"Kailangang kumpirmahin ang tulong sa wika at oras ng pagtugon. Sa ngayon, walang pangakong serbisyo sa WhatsApp o telepono sa wikang ito.",b509a1a34f5e45d302542e4888222f03ebef2e15ba2a58ed146796c66453db68,4b36f05a90fd2e0e1de694dbd737a74e64ba7ffac060324721f80354b34216a4,draft,,,,
tl,contact.emailCta,language-and-usability,Email {{email}},Mag-email sa {{email}},46d94b216ce8e085d7a796624941d9939fa2c4444c1880cc869d713bc3f3db8a,6ff224824dd36f33b90b7525dad9d9b035b2a54de396948b97edec2bf899e37f,draft,,,,
tl,contact.whatsappCta,legal-adjacent,Text us in your language on WhatsApp,Mag-text sa amin sa iyong wika sa WhatsApp,105dd00de557e3661e5a9484f348303cca7177367fd866f009f32d1e5cca6b0c,227f799627ac88b294a1a09fa23476dfc70b02131a4ec29d8a30539388d572c6,draft,,,,
tl,contact.staffAvailability,legal-adjacent,Ask which language support is available before calling.,Itanong muna kung anong tulong sa wika ang available bago tumawag.,26d6efc6d2f4fe35fae8c2ce756511b532ec11a42b5b2c3a490481198d591e70,a3fbbd898b8f4df0f71c3cacc2cfc8142a81df7b048bc738e58d5f27bc295e07,draft,,,,
tl,contact.whatsappHint,legal-adjacent,Send a written message in your preferred language. Do not send payment-card details.,Magpadala ng nakasulat na mensahe sa wikang gusto mo. Huwag magpadala ng detalye ng payment card.,71d9b4e04a11c5b2cfda2da32871b914649e38ae6cfc2adc901a84d8d07e35fd,aa4f850232286bf3f7652fdd4b3c4906b9dedfbe3fcf2cf7ce88af94ee1ecf54,draft,,,,
tl,intake.title,language-and-usability,Start Rapid Resolution,Simulan ang Rapid Resolution,08d30aec3aca3e8f9399438ce9780f7a03f67583b7fbc31df1de48a958480beb,87f4a876504a79f161ee6669830218a5bae5065df4faa4affbd2aaede394c25a,draft,,,,
tl,intake.description,language-and-usability,Enter the details exactly as they appear on your ticket. You may write your account in your preferred language.,Ilagay ang mga detalye nang eksakto ayon sa iyong ticket. Maaari mong isulat ang iyong salaysay sa wikang gusto mo.,895239d7cc03f62b9c38c498def413079949204d7c3abb9cf01ba2f8ef9f6f3f,df9df9190ebb259b9dbc5e074ad4c3d4b7f71eccf9156c231c1969c0dcbc40c3,draft,,,,
tl,intake.steps.ticket,language-and-usability,Ticket details,Detalye ng ticket,095c5093d6828fd6e732a178cf50a84e0a2fa359c999e38edb8e4ef3c49245cf,cbd63c0d0acbdaa4651076eeb0bb3aa1c1b205685efd5a70422d13aa0bb50490,draft,,,,
tl,intake.steps.personal,language-and-usability,Personal information,Personal na impormasyon,06a571228fc4b88b951b3df6ec8f1cd70342feafaa6c298aa1d07fe690b2913c,1d8e82b4ebe4920c685132500a72b67c526f317f968b82f114b7a01ea836fc73,draft,,,,
tl,intake.steps.account,language-and-usability,Your account,Iyong salaysay,dbb5f6371b6a2a677f09c24d17fdc581132a41881a818469a92b58588e8764bc,67f47ec9c23bcc1155d17277840a5bc14772a9e14c4f22179da99b0688204534,draft,,,,
tl,intake.steps.consent,language-and-usability,Authorization,Awtorisasyon,ca5839e38a15433e62b39767d6a86eaafba17ea6b3ea61e3b89e2ac46baa874c,d583c2eb06ecccfb74469667b09de4fc0938dd4d739a6781a4e2544f1796f001,draft,,,,
tl,intake.steps.review,language-and-usability,Review,Repasuhin,aff0766a5290e117b8433c351bae7b7b23bed682b2369bd822d88a647cc58512,afc337836d5d16c1468b044ca4c494e9a66d30eca266c91c5a35b224e50b2af1,draft,,,,
tl,intake.steps.payment,language-and-usability,Payment,Pagbabayad,7048f38b33f135df36b3d9d382f167d45cfdda857b616899c9d8c9acd2751f64,9934ea075ed93ac48cb33d4a49be74e4b28466c4ea71b7f6b46e1bd898359088,draft,,,,
tl,intake.fields.firstName,language-and-usability,First name,Pangalan,702ef921ed1d89bf63353c899af7e338722a3ef6123d0a98333a162818f85e59,e473bdd5f21fc4cf25ba6b2e1e1c7825a3dfc4f09f876ff7bc237386bec18f91,draft,,,,
tl,intake.fields.lastName,language-and-usability,Last name,Apelyido,7b4888049459f04adf3d6023c45e8ac8fc80e7ce8dfc643179da25a2c3b05443,5ed40a19467cd88ac230ffc423727efa4274bd18893d51dbd04c0c6a6ecf757b,draft,,,,
tl,intake.fields.email,language-and-usability,Email address,Email address,f2488fd4ef4adbc6ac61300083f2c33980e48bb4bbf3c540ad760d61fc36f420,f2488fd4ef4adbc6ac61300083f2c33980e48bb4bbf3c540ad760d61fc36f420,draft,,,,
tl,intake.fields.phone,language-and-usability,Phone number,Numero ng telepono,306f1bb20677a622fc38185239e89a940f6c1727e440a2b359d7d0e1bf600644,c1194f1b6d40ab1567bebc74fe9131bcfb45d18064bdc6862204cbb7da578d82,draft,,,,
tl,intake.fields.smsOptIn,legal-adjacent,I agree to receive text updates about my file.,Pumapayag akong makatanggap ng mga text update tungkol sa aking file.,32bf2bb33aba0f995ccceaad77c8e80f977fdde206ef04cbc3f7dcabe009c198,e0b1da03c59f37f8cec3e9b403400f539524046d3313284e4d39c9d2f48724a9,draft,,,,
tl,intake.fields.address,language-and-usability,Street address,Address sa kalye,8a386dd14cb9a70f6f2769a7d50dd945fc29bf76fbb219dfa017d1f18739dba0,cfec48254da6ec048844c1c92a9f4db8df959240528d19a7a954f184e2938fb8,draft,,,,
tl,intake.fields.city,language-and-usability,City,Lungsod,fc33f73246f48295702f404001e74d56f14d2f82689b2816422dc1a4c2ec4fb2,7ea79905d499c386c04fc791497fe3bc61e775636e28c02abf3c07a14eacf4f8,draft,,,,
tl,intake.fields.province,language-and-usability,Province,Probinsiya,abfcecfabeb7545eaf3bc06d4c35204a4ebfd978963d132838d0198638a45b30,650a541543ab602c916b5d85a59621645b7c946fb16163576ac4fed8d76ff552,draft,,,,
tl,intake.fields.postalCode,language-and-usability,Postal code,Postal code,ae53cea8228bcfc350fef961189a32a592e06ccffa52a8b991f88841cbac8de4,ae53cea8228bcfc350fef961189a32a592e06ccffa52a8b991f88841cbac8de4,draft,,,,
tl,intake.fields.dateOfBirth,language-and-usability,Date of birth,Petsa ng kapanganakan,eb4c4e239122d42d1ca7a7af175d6fe393926cb14aaab56b7ab7fc056b2ccb86,133c3b36e9567d71d1d9d4d6e41ac4b4f21b63081cc97cea10d4db509c5745d7,draft,,,,
tl,intake.fields.driversLicense,language-and-usability,Driver's licence number,Numero ng lisensiya sa pagmamaneho,7794437f3e0c40324b31fddbae56f957e61eb4176a1d3f66fd4b3ccf8d62a002,fb09b8e8dc775e01c90885a720f9651925afb1d03ce176d2d60d1ed36efce3b1,draft,,,,
tl,intake.fields.driversLicenseImage,language-and-usability,Driver's licence image,Larawan ng lisensiya sa pagmamaneho,2c62301c7c9d0f2c266badff196079163818bd694329f99d907e77aa54eba4a5,f2e3dddcc5b3274ebd450c5040c0b1a8cff2fe44e9aa6f4bb2a445fb8a1e79ee,draft,,,,
tl,intake.fields.addressDifferent,language-and-usability,My current address differs from my licence.,Iba ang kasalukuyan kong address sa nakasaad sa lisensiya.,9fbf46971f882388a58d6e5099223280287f25336ffa8e36627459f934da6524,390b05473b717421f093d9cb8836fc2ce243a129636d67d95ffdcffe8ea066b7,draft,,,,
tl,intake.fields.ticketNumber,language-and-usability,Ticket number,Numero ng ticket,ef4169ff531e73a501177740307b56c6419d4b3251bb040eaf604cf61e40affc,0e3039d492cc791b3b7cfc7fe8655fb8b8784275d35182726d1ae46d08419a6a,draft,,,,
tl,intake.fields.issueDate,language-and-usability,Issue date,Petsa ng pagkakaisyu,f0a6c4753adfbd8c4cacfd961ae4c130c70f3d99142067875fa88cf96484643c,dcdb65483f21eb124b324089be332abcca99a21d315730ffd8153a63e1d06b01,draft,,,,
tl,intake.fields.location,language-and-usability,Location,Lokasyon,15b61974b2707a7b3d4201385e0f01f4ff5eb1f17c5639d98788ee5add2025cd,223b5c202fdbea7ab4d5c199efe4f8fc75ae33d631983eacba1f1470c2b5e44b,draft,,,,
tl,intake.fields.officer,language-and-usability,Officer or enforcement agency,Opisyal o ahensiyang nagpapatupad,c6797261f6fd67ca9bab533218d0ddeeec2abfc65cfa92814c20d1d8e733862d,50ada8de2843d9a825deb4178664d9b404cedb918764cee18ef83a7d87db9f58,draft,,,,
tl,intake.fields.officerBadge,language-and-usability,Badge number,Badge number,47fac07a03dfec1ce3f1fb5c0cda1537482cdb2ca2958ea61861c3089204dd21,47fac07a03dfec1ce3f1fb5c0cda1537482cdb2ca2958ea61861c3089204dd21,draft,,,,
tl,intake.fields.offenceSection,language-and-usability,Section,Seksyon,dfca5da56b8cdb627309e2aa5a45e17b0e3e3e09e729209216b4fb0684ad8bae,14a7f578630b8805d96dd3388cf644bed79dcb6f82e6af537c16766a0a8a3bb0,draft,,,,
tl,intake.fields.offenceSubSection,language-and-usability,Subsection,Subseksyon,b2dc6cc49319261382a14bba1de1fef28aa704eafe953db3966b64150dd76975,f6d3dfdba0ae3bbb3834d96a6708fe67204a7e3ad10cd533580c8104eb98ddba,draft,,,,
tl,intake.fields.offenceDescription,language-and-usability,Offence description,Paglalarawan ng paglabag,38e13bd99e33af122c00017d85ca807b981cf414a233923de09e38de29792aa0,9ed4f7df3459a65fc27bcb9f007a62aea2bef3e83da3f2dca3635b933b9c26f2,draft,,,,
tl,intake.fields.fineAmount,language-and-usability,Fine amount,Halaga ng multa,319a81f308c50f9aa9ae07630f465e2bc6042b6f90952329af45b9de082627ff,846153b3a527df146abcad2c1b5b7cda949b62fca764698db1684c33a4bcb790,draft,,,,
tl,intake.fields.courtDate,language-and-usability,"Court date, if scheduled","Petsa ng pagharap sa hukuman, kung nakatakda",7f1b94e6293d5d66b804a2fea0c2663113ec8af24ab509b32effc04a6c300a44,eca026ada97955781a31c3524d938ff0519a36d8f615e7175de395fa8abae63e,draft,,,,
